brand,model,price,year,mileage,city,transmission_type,color,fuel,date
Renault,Sandero Step Way,545000,2017,120000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-17
Kia,Cerato,810000,2017,144000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-17
Chevrolet,Captiva,925000,2020,144000,الإسكندرية,أتوماتيك,فضي,بنزين,2025-04-17
Chevrolet,Cruze,580000,2016,140000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-17
Daihatsu,Terios,625000,2012,98000,حلوان,أتوماتيك,رمادي,بنزين,2025-04-17
Land Rover,Velar,4200000,2020,35000,المعادى,أتوماتيك,فضي,بنزين,2025-04-17
Mercedes,E 320,875000,2003,218000,6 أكتوبر,أتوماتيك,فضي,بنزين,2025-04-17
BMW,X3,680000,2009,150000,الإسكندرية,أتوماتيك,فيراني,بنزين,2025-04-17
Subaru,Legacy,65000,1995,80000,عين شمس,مانيوال,أزرق,بنزين,2025-04-17
Skoda,Rapid,580000,2015,195000,مدينة الشيخ زايد,أتوماتيك,فيراني,بنزين,2025-04-17
Chevrolet,T-Series,370000,1998,150000,كفر الشيخ,مانيوال,احمر,بنزين,2025-04-17
Hyundai,Accent RB,360000,2012,375000,مدينة نصر,أتوماتيك,أسود,بنزين,2025-04-17
Chery,Tiggo 8,1200000,2025,4000,الهرم,أتوماتيك,فيراني,بنزين,2025-04-17
Lada,Granta,230000,2016,148000,الإسكندرية,مانيوال,موكا,بنزين,2025-04-17
Mitsubishi,Lancer EX Shark,710000,2017,120000,المهندسين,أتوماتيك,ذهبي,بنزين,2025-04-17
Chevrolet,Optra,570000,2020,111000,بني سويف,أتوماتيك,فيراني,بنزين,2025-04-17
Hyundai,Tucson Turbo,1850000,2021,44000,المهندسين,أتوماتيك,فيراني,بنزين,2025-04-17
Kia,K3,950000,2016,198000,الشروق,أتوماتيك,احمر غامق,بنزين,2025-04-17
Hyundai,Matrix,450000,2001,220000,الشروق,أتوماتيك,فضي,بنزين,2025-04-17
MG,5,625000,2021,217000,6 أكتوبر,أتوماتيك,احمر,بنزين,2025-04-21
Hyundai,Tucson Turbo,1620000,2021,108000,الزقازيق,أتوماتيك,رمادي,بنزين,2025-04-21
Kia,Sportage,2350000,2025,48,المنصورة,أتوماتيك,أبيض,بنزين,2025-04-21
Peugeot,3008,635000,2012,167000,العبور,أتوماتيك,أبيض,بنزين,2025-04-21
Peugeot,308,850000,2016,225000,مصر الجديدة,أتوماتيك,رمادي,بنزين,2025-04-21
Jeep,Cherokee,707000,2008,160000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-21
Suzuki,Ciaz,710000,2021,96000,حدائق الاهرام,أتوماتيك,أسود,بنزين,2025-04-21
Kia,Sorento,1450000,2020,178000,المعادى,أتوماتيك,بني,بنزين,2025-04-21
MG,Rx5,1150000,2023,20000,التجمع - القاهرة الجديدة,أتوماتيك,سماوى,بنزين,2025-04-21
Kia,Sportage,1650000,2022,135000,بلبيس,أتوماتيك,فضي,بنزين,2025-04-21
Toyota,Hiace,420000,2001,413576,الأقصر,مانيوال,أبيض,ديزل,2025-04-17
Hyundai,Tucson Turbo,1900000,2021,42000,المهندسين,أتوماتيك,فيراني,بنزين,2025-04-17
Hyundai,Elantra MD,610000,2013,200000,المهندسين,أتوماتيك,أسود,بنزين,2025-04-17
Chevrolet,Optra,480000,2018,187000,6 أكتوبر,أتوماتيك,فضي,بنزين,2025-04-17
Mazda,Mazda 3,650000,2019,130000,التجمع - القاهرة الجديدة,مانيوال,احمر,بنزين,2025-04-17
Daewoo,Lanos,358000,2007,144000,أسيوط,مانيوال,فضي,بنزين,2025-04-17
Toyota,Corolla,1120000,2019,115000,المعادى,أتوماتيك,أسود,بنزين,2025-04-17
Peugeot,301,450000,2014,150000,مدينة نصر,أتوماتيك,برونزي,بنزين,2025-04-17
Mitsubishi,Lancer EX Shark,680000,2015,190000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-17
Renault,Sandero,450000,2017,140000,مدينة نصر,أتوماتيك,فضي,بنزين,2025-04-17
Peugeot,2008,670000,2015,112000,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-04-17
Kia,Sportage,980000,2014,170000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-17
Kia,Sportage,1000000,2012,194000,شبرا,أتوماتيك,أسود,بنزين,2025-04-17
Kia,K3,750000,2014,210000,حلوان,أتوماتيك,فضي,بنزين,2025-04-17
Citroën,C Elysee,575000,2019,160000,التجمع - القاهرة الجديدة,أتوماتيك,فيراني,بنزين,2025-04-17
Toyota,Yaris,350000,2007,400000,6 أكتوبر,مانيوال,احمر,بنزين,2025-04-17
Hyundai,Verna,350000,2011,450000,القاهرة,مانيوال,أبيض,بنزين,2025-04-17
Fiat,128,65000,1986,156000,بنها,مانيوال,الأزرق الداكن,بنزين,2025-04-17
Suzuki,Swift,690000,2021,20000,المعادى,أتوماتيك,احمر,بنزين,2025-04-17
Toyota,Corolla,650000,2003,350000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-17
Mitsubishi,Lancer Puma,520000,2006,370000,بني سويف,مانيوال,فضي,بنزين,2025-04-17
Peugeot,301,525000,2015,209000,الشروق,أتوماتيك,رمادي,بنزين,2025-04-17
Fiat,128,47000,1991,333333,الوراق,مانيوال,احمر,بنزين,2025-04-17
Skoda,Felicia,145000,1997,168000,القاهرة,أتوماتيك,أخضر,بنزين,2025-04-17
Mitsubishi,Lancer EX Shark,770000,2016,177000,حدائق الاهرام,أتوماتيك,احمر,بنزين,2025-04-17
Renault,Logan,340000,2014,250000,الجيزة,مانيوال,احمر,بنزين,2025-04-17
Suzuki,Maruti,150000,2009,110000,سوهاج,مانيوال,ذهبي,بنزين,2025-04-17
Skoda,Fantasia,780000,2011,132000,6 أكتوبر,أتوماتيك,فيراني,بنزين,2025-04-21
Volvo,XC60,1900000,2019,200000,مدينة نصر,أتوماتيك,أبيض,بنزين,2025-04-21
Hyundai,Elantra MD,670000,2012,161000,الغردقة,أتوماتيك,أزرق,بنزين,2025-04-21
Suzuki,Ciaz,845000,2022,26000,المعادى,أتوماتيك,فضي,بنزين,2025-04-21
Peugeot,407,380000,2008,167000,مدينة الشيخ زايد,أتوماتيك,فضي,بنزين,2025-04-21
Mercedes,C 180,2260000,2020,64000,مدينة نصر,أتوماتيك,رمادي,بنزين,2025-04-21
Mercedes,E 300,6900000,2025,10,مدينة نصر,أتوماتيك,أسود,هجين,2025-04-21
Fiat,Tipo,790000,2021,100000,مصر الجديدة,أتوماتيك,اخضر غامق,بنزين,2025-04-21
Renault,Duster,895000,2021,70000,القاهرة,أتوماتيك,ذهبي,بنزين,2025-04-21
Jetour,X70 Plus,1410000,2025,7000,القاهرة,أتوماتيك,أبيض,بنزين,2025-04-21
Jeep,Wrangler,2500000,2015,81000,الإسكندرية,أتوماتيك,فيراني,بنزين,2025-04-17
Nissan,Sunny,400000,2020,435000,حلوان,أتوماتيك,فضي,بنزين,2025-04-17
Isuzu,D max,775000,2018,307000,الدقهلية,مانيوال,احمر,بنزين,2025-04-17
Brilliance,Galena,310000,2010,261000,شيراتون,أتوماتيك,أسود,بنزين,2025-04-17
Skoda,Octavia A8,1800000,2023,42000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-17
Cupra,Formentor,2350000,2024,18000,المحلة,أتوماتيك,بترولي,بنزين,2025-04-17
Skoda,Octavia A7,1300000,2020,135000,المحلة,أتوماتيك,أبيض,بنزين,2025-04-17
Kia,Sportage,1450000,2019,90000,المحلة,أتوماتيك,ذهبي,بنزين,2025-04-17
Kia,Cerato,690000,2010,140000,المحلة,أتوماتيك,أسود,بنزين,2025-04-17
Toyota,Corolla,1100000,2021,80000,المحلة,أتوماتيك,رمادي,بنزين,2025-04-17
Skoda,Octavia A7,1400000,2020,120000,المحلة,أتوماتيك,أسود,بنزين,2025-04-17
Hyundai,IX 35,1115000,2015,140000,المحلة,أتوماتيك,فضي,بنزين,2025-04-17
Hyundai,Elantra,520000,2007,220000,منيا القمح,أتوماتيك,فضي,بنزين,2025-04-17
Mitsubishi,Lancer Crystala,160000,2001,386000,قنا,مانيوال,أزرق,بنزين,2025-04-17
Daihatsu,Terios,580000,2013,158000,أسيوط,أتوماتيك,سماوى,بنزين,2025-04-17
Peugeot,106,250000,1995,100000,6 أكتوبر,مانيوال,احمر,بنزين,2025-04-17
Mitsubishi,Lancer Crystala,285000,1999,284673,القاهرة,أتوماتيك,رمادي,بنزين,2025-04-17
Kia,Sportage,1700000,2022,125000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-17
Renault,Sandero Step Way,790000,2022,57000,الجيزة,أتوماتيك,رمادي,بنزين,2025-04-17
Kia,Rio,250000,2003,180000,المرج,مانيوال,أزرق,بنزين,2025-04-17
Hyundai,Elantra,160000,1994,185000,طنطا,مانيوال,احمر غامق,بنزين,2025-04-17
Chevrolet,Lanos,285000,2013,195000,كفر الشيخ,أتوماتيك,احمر غامق,بنزين,2025-04-17
Opel,Astra,760000,2021,141000,الجيزة,أتوماتيك,أسود,بنزين,2025-04-17
Renault,Sandero Step Way,555000,2019,130000,مصر الجديدة,أتوماتيك,رمادي,بنزين,2025-04-17
Opel,Astra,565000,2016,210000,الشروق,أتوماتيك,فضي,بنزين,2025-04-17
Nissan,Sunny,535000,2019,110000,القاهرة,أتوماتيك,برونزي,بنزين,2025-04-17
Fiat,131,58000,1976,1300,المعادى,مانيوال,ذهبي,بنزين,2025-04-17
Speranza,Tiggo,350000,2009,210000,بورسعيد,أتوماتيك,أسود,بنزين,2025-04-17
Hummer,H 3,1200000,2009,90000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-17
MG,ZS,820000,2021,135000,العبور,أتوماتيك,أزرق,بنزين,2025-04-17
Hyundai,Elantra AD,1145000,2025,1000,القاهرة,أتوماتيك,فيراني,بنزين,2025-04-21
Toyota,Corolla,1150000,2019,41000,المعادى,أتوماتيك,بترولي,بنزين,2025-04-21
Mitsubishi,Eclipse Cross,1250000,2020,63000,الهرم,أتوماتيك,احمر,بنزين,2025-04-21
Daewoo,Nubira 2,255000,2001,300000,المنصورة,أتوماتيك,أبيض,بنزين,2025-04-21
Kia,Sportage,1228000,2023,48629,المعادى,أتوماتيك,رمادي,بنزين,2025-04-21
Kia,Sportage,1221000,2023,47285,المعادى,أتوماتيك,أبيض,بنزين,2025-04-21
Kia,Sportage,1235000,2023,16618,المعادى,أتوماتيك,أبيض,بنزين,2025-04-21
Suzuki,Van,450000,2024,6700,حلوان,مانيوال,أبيض,بنزين,2025-04-21
Kia,Sportage,1222000,2023,40166,المعادى,أتوماتيك,أبيض,بنزين,2025-04-21
Opel,Astra,700000,2016,160000,المعادى,أتوماتيك,فضي,بنزين,2025-04-17
Chery,Arrizo 5,615000,2022,96000,القاهرة,أتوماتيك,برونزي,بنزين,2025-04-17
Skoda,Octavia A5,490000,2006,241000,قنا,أتوماتيك,أخضر,بنزين,2025-04-17
Faw,N5,240000,2013,260000,الجيزة,أتوماتيك,فضي,بنزين,2025-04-17
Chevrolet,Optra,430000,2008,164550,حدائق الاهرام,أتوماتيك,اخضر غامق,بنزين,2025-04-17
Fiat,Ritmo,50000,1983,100000,العجمى,مانيوال,احمر,بنزين,2025-04-17
Chery,Tiggo 3,765000,2022,65000,القاهرة,أتوماتيك,فيراني,بنزين,2025-04-17
Kia,K3,700000,2013,181000,الهرم,أتوماتيك,فضي,بنزين,2025-04-17
Daewoo,Nubira 2,250000,2007,185000,المنصورة,أتوماتيك,أزرق,بنزين,2025-04-17
Senova,A1,385000,2016,275000,حدائق الاهرام,أتوماتيك,فيراني,بنزين,2025-04-17
Skoda,Favorit,50000,1994,150000,6 أكتوبر,مانيوال,احمر,بنزين,2025-04-17
Kia,Cerato,730000,2017,213000,الإسكندرية,أتوماتيك,موكا,بنزين,2025-04-17
Hyundai,Elantra HD,730000,2021,78000,القاهرة,أتوماتيك,أبيض,بنزين,2025-04-17
Hyundai,Accent,500000,2010,160000,الإسكندرية,أتوماتيك,أزرق,بنزين,2025-04-17
Opel,Insignia,780000,2014,118000,الإسكندرية,أتوماتيك,زيتوني,بنزين,2025-04-16
Peugeot,307,430000,2018,119000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-16
Subaru,XV,850000,2016,275000,السويس,أتوماتيك,الأزرق الداكن,بنزين,2025-04-16
Byd,F3,570000,2022,191500,القاهرة,أتوماتيك,أزرق,غاز الطبيعي,2025-04-16
MG,6,895000,2019,27000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-16
Fiat,Siena,120000,2001,425000,6 أكتوبر,مانيوال,الأزرق الداكن,بنزين,2025-04-16
Honda,Civic,550000,2008,245000,الشروق,أتوماتيك,فضي,بنزين,2025-04-16
Kia,Soul,990000,2016,115000,المحلة,أتوماتيك,أسود,بنزين,2025-04-16
Peugeot,206,320000,2011,150000,طنطا,مانيوال,أسود,بنزين,2025-04-16
Fiat,Tempra,120000,1993,50000,المعادى,مانيوال,أخضر,بنزين,2025-04-16
Toyota,Belta,800000,2022,90000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-16
Jac,JS4,950000,2024,30000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-16
Daewoo,Lanos,210000,1999,317000,القاهرة,مانيوال,فضي,بنزين,2025-04-16
Kia,K3,860000,2016,103000,أسيوط,أتوماتيك,أسود,بنزين,2025-04-16
Kia,Sportage,1203000,2023,98981,المعادى,أتوماتيك,أبيض,بنزين,2025-04-21
Kia,Sportage,1000000,2023,60881,المعادى,أتوماتيك,أبيض,بنزين,2025-04-21
Kia,Sportage,1990000,2022,35000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-04-21
Kia,Sportage,1240000,2023,27401,المعادى,أتوماتيك,أبيض,بنزين,2025-04-21
Kia,Sportage,1215000,2023,42443,المعادى,أتوماتيك,أبيض,بنزين,2025-04-21
Kia,Sportage,1170000,2023,54720,المعادى,أتوماتيك,أبيض,بنزين,2025-04-21
Mazda,Mazda 3,420000,2008,187000,الدقى,أتوماتيك,أسود,بنزين,2025-04-21
Dodge,Ram,1190000,2008,293000,الجيزة,أتوماتيك,احمر,بنزين,2025-04-21
Mitsubishi,Lancer Puma,545000,2013,250000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-21
Ford,Kuga,865000,2019,130000,مصر الجديدة,أتوماتيك,رمادي,بنزين,2025-04-21
Mitsubishi,Lancer EX Shark,700000,2015,93000,مدينة نصر,أتوماتيك,احمر غامق,بنزين,2025-04-16
Chevrolet,Lanos,285000,2015,192000,شبرا,مانيوال,أسود,بنزين,2025-04-16
Peugeot,508,875000,2018,200000,حلوان,أتوماتيك,أبيض,بنزين,2025-04-16
Renault,Logan,270000,2010,350000,الإسكندرية,مانيوال,أسود,بنزين,2025-04-16
Nissan,Sunny,525000,2018,60000,المعادى,أتوماتيك,احمر غامق,بنزين,2025-04-16
Toyota,Avanza,420000,2008,130000,شبرا,أتوماتيك,احمر,بنزين,2025-04-16
Kia,Sportage,1550000,2020,69000,المحلة,أتوماتيك,فضي,بنزين,2025-04-16
Nissan,Qashqai,825000,2017,160000,القاهرة,أتوماتيك,احمر غامق,بنزين,2025-04-16
Nissan,Sunny,560000,2021,81500,شبين القناطر,مانيوال,فضي,بنزين,2025-04-16
Hyundai,Elantra AD,900000,2017,120000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-16
Mitsubishi,Lancer EX Shark,780000,2016,65000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-16
Toyota,Corolla,560000,2009,130000,القاهرة,مانيوال,أسود,بنزين,2025-04-16
Ford,Fusion,1000000,2018,160000,الإسكندرية,أتوماتيك,برونزي,بنزين,2025-04-16
Skoda,Octavia A7,800000,2015,216000,مصر الجديدة,أتوماتيك,بني,بنزين,2025-04-16
Skoda,Octavia A4,465000,2008,170000,إدكو,أتوماتيك,أسود,بنزين,2025-04-16
Renault,Duster,950000,2021,100000,الإسكندرية,أتوماتيك,الأزرق الداكن,بنزين,2025-04-16
Chevrolet,Optra,430000,2011,133000,الإسكندرية,أتوماتيك,أسود,بنزين,2025-04-16
Skoda,Octavia A5,550000,2007,200000,العاشر من رمضان,أتوماتيك,أسود,بنزين,2025-04-16
Nissan,Sentra,590000,2017,300000,مدينة الشيخ زايد,أتوماتيك,برونزي,بنزين,2025-04-16
Mitsubishi,Lancer Puma,66666,2008,300000,الهرم,مانيوال,احمر غامق,بنزين,2025-04-16
MG,Rx5,1000000,2020,65000,برج العرب,أتوماتيك,أسود,بنزين,2025-04-16
Kia,Rio,530000,2013,177000,المهندسين,أتوماتيك,رمادي,بنزين,2025-04-16
Citroën,C Elysee,540000,2019,178000,مدينتى,أتوماتيك,أزرق,بنزين,2025-04-16
Byd,F3,265000,2013,300000,القاهرة,مانيوال,فضي,بنزين,2025-04-16
Mercedes,A 150,300000,2005,100000,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-04-16
Hyundai,Verna,435000,2017,195000,حدائق الاهرام,مانيوال,أبيض,بنزين,2025-04-16
Mercedes,C 180,2700000,2020,30000,التجمع - القاهرة الجديدة,أتوماتيك,فضي,بنزين,2025-04-16
Nissan,Sentra,630000,2016,144000,المنصورة,أتوماتيك,احمر,بنزين,2025-04-16
Hyundai,Elantra CN7,1050000,2022,65000,القاهرة,أتوماتيك,فيراني,بنزين,2025-04-21
Nissan,Sunny,610000,2021,111000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-21
